GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA21_907: Median after-tax income of household in 2020 ($),v_CA21_906: Median total income of household in 2020 ($)
5350307.05,CT,0307.05,0.1046,3365,2032,1870,60000,68000
5350307.06,CT,0307.06,0.1042,5057,2412,2250,66500,76000
5350307.07,CT,0307.07,1.2246,6216,2569,2381,79000,90000
5350308.02,CT,0308.02,1.4247,4327,1680,1573,90000,105000
5350308.03,CT,0308.03,0.3967,1115,411,383,113000,137000
5350308.05,CT,0308.05,0.7395,2386,894,856,94000,108000
5350308.06,CT,0308.06,0.1911,5585,3016,2848,60800,68500
5350308.07,CT,0308.07,0.1545,3797,2360,2170,50400,56000
5350309.00,CT,0309.00,0.7366,6361,2442,2294,70000,76500
5350310.01,CT,0310.01,1.4131,3609,1275,1215,105000,121000
5350310.02,CT,0310.02,2.1037,5328,2017,1921,78500,88000
5350311.02,CT,0311.02,0.8905,6010,2312,2217,66000,71500
5350311.03,CT,0311.03,0.8,2672,904,874,76000,84000
5350311.04,CT,0311.04,0.9599,6517,2226,2158,73500,81000
5350311.05,CT,0311.05,0.3457,6698,2666,2443,68000,75000
5350311.06,CT,0311.06,10.2352,6660,2996,2655,65500,73500
5350312.02,CT,0312.02,0.5212,3505,1180,1127,69500,75000
5350312.03,CT,0312.03,1.4873,6374,2210,2114,70500,76500
5350312.04,CT,0312.04,0.7255,5234,1705,1618,64500,68000
5350312.05,CT,0312.05,0.3459,3685,1306,1270,56000,58800
5350312.06,CT,0312.06,0.4584,3415,1103,1053,70000,75000
5350312.07,CT,0312.07,0.6223,3535,1486,1430,52000,54800
5350313.00,CT,0313.00,2.87,5554,1894,1825,77000,85000
5350314.01,CT,0314.01,0.4281,6275,2356,2267,61600,66500
5350314.02,CT,0314.02,1.0903,5130,1666,1585,77500,86000
5350315.01,CT,0315.01,1.5036,3267,1207,1109,84000,95000
5350315.02,CT,0315.02,0.4279,3365,1137,1060,65000,69500
5350315.03,CT,0315.03,6.0097,5562,1907,1759,72500,78500
5350316.01,CT,0316.01,1.7746,3970,1277,1215,76000,83000
5350316.03,CT,0316.03,0.4007,5761,2034,1934,60800,65500
5350316.04,CT,0316.04,0.461,4105,1763,1645,47600,50000
5350316.05,CT,0316.05,0.4047,4104,1417,1351,65500,70500
5350316.06,CT,0316.06,0.4052,3367,1139,1084,60400,63600
5350317.02,CT,0317.02,0.4323,7242,3415,3221,54000,59200
5350317.03,CT,0317.03,1.1854,3531,1253,1224,93000,106000
5350317.04,CT,0317.04,0.7174,6731,2615,2503,72500,80000
5350317.05,CT,0317.05,0.4948,2162,830,799,79000,88000
5350318.01,CT,0318.01,1.415,4762,1806,1704,82000,93000
5350318.02,CT,0318.02,0.4914,4137,1939,1802,65500,72500
5350319.00,CT,0319.00,1.2016,4099,1595,1509,73500,82000
5350320.01,CT,0320.01,0.7368,5178,2111,2020,59600,65000
5350320.02,CT,0320.02,0.8528,5802,2123,2055,73000,81000
5350321.01,CT,0321.01,1.2567,3808,1359,1282,91000,103000
5350321.02,CT,0321.02,1.2172,3879,1541,1442,76000,85000
5350322.01,CT,0322.01,0.2081,4495,2366,2192,62000,70000
5350322.02,CT,0322.02,1.4061,3814,1326,1249,69000,78000
5350323.01,CT,0323.01,1.0347,4274,1903,1813,76500,87000
5350323.02,CT,0323.02,1.8295,4950,1936,1828,87000,101000
5350324.01,CT,0324.01,1.1843,3275,1195,1114,82000,91000
5350324.02,CT,0324.02,1.8907,5925,2252,2163,78500,87000
5350324.03,CT,0324.03,2.1668,3671,1754,1673,75000,84000
5350324.05,CT,0324.05,0.6557,3336,1411,1375,65500,72500
5350324.06,CT,0324.06,0.6561,3442,1200,1171,88000,100000
5350330.00,CT,0330.00,2.2367,4252,1759,1708,88000,102000
5350331.01,CT,0331.01,1.574,5545,2294,2223,87000,102000
5350331.03,CT,0331.03,0.5097,6065,1931,1852,67000,72000
5350331.04,CT,0331.04,1.1055,3372,1400,1341,76500,88000
5350332.00,CT,0332.00,1.53,7337,2902,2761,58800,63200
5350333.00,CT,0333.00,2.4472,4717,1711,1632,93000,106000
5350334.00,CT,0334.00,2.448,3610,1359,1285,106000,125000
5350335.00,CT,0335.00,2.2299,7857,3091,2960,68000,75500
5350336.00,CT,0336.00,1.6111,6901,2573,2440,85000,96000
5350337.01,CT,0337.01,0.2017,1177,630,564,58400,65000
5350337.02,CT,0337.02,0.6467,2008,884,841,60000,65000
5350338.00,CT,0338.00,1.6845,6092,2811,2679,79000,91000
5350339.00,CT,0339.00,1.8174,6937,3257,3093,84000,100000
5350340.00,CT,0340.00,1.2679,6931,2577,2456,72000,78500
5350341.02,CT,0341.02,0.8044,4576,1924,1791,62400,68500
5350341.03,CT,0341.03,0.4,3185,1238,1165,47200,48800
5350341.04,CT,0341.04,0.671,6152,2493,2359,57600,62000
5350342.00,CT,0342.00,1.2368,7329,2438,2368,84000,94000
5350343.00,CT,0343.00,1.1126,4260,1650,1549,67500,75000
5350344.01,CT,0344.01,1.0624,5183,1973,1841,69000,76000
5350344.02,CT,0344.02,0.2228,3301,1842,1773,40000,42400
5350345.00,CT,0345.00,0.7893,4042,1449,1360,83000,91000
5350346.01,CT,0346.01,1.5133,4630,1707,1612,67000,71500
5350346.02,CT,0346.02,0.4,5323,2030,1959,68500,76000
5350347.00,CT,0347.00,1.4992,3390,1109,1080,93000,108000
5350348.00,CT,0348.00,2.3159,5780,2020,1947,85000,98000
5350349.00,CT,0349.00,0.8762,5633,2350,2220,62000,68000
5350350.00,CT,0350.00,3.361,5228,2046,1944,74000,81000
5350351.01,CT,0351.01,0.9749,5376,2119,1993,66000,72000
5350351.02,CT,0351.02,0.5669,2683,1074,1013,67000,74000
5350352.00,CT,0352.00,1.1268,5278,1917,1829,73500,81000
5350353.02,CT,0353.02,1.2111,5464,1717,1641,82000,91000
5350353.03,CT,0353.03,0.4081,3000,1094,1044,75000,83000
5350353.04,CT,0353.04,0.6296,4255,1637,1531,62800,67500
5350354.00,CT,0354.00,1.3228,5421,1847,1716,81000,90000
5350355.02,CT,0355.02,1.1008,5097,1975,1897,70000,77500
5350355.04,CT,0355.04,0.5752,5152,1803,1741,70500,76000
5350355.05,CT,0355.05,0.3124,3525,1488,1395,61200,67000
5350355.06,CT,0355.06,0.1918,1791,610,586,64500,69500
5350356.00,CT,0356.00,1.5419,4962,1599,1515,88000,99000
5350357.01,CT,0357.01,1.0372,6706,2480,2351,54400,57200
5350357.02,CT,0357.02,1.0921,5001,1775,1704,58400,61200
5350358.01,CT,0358.01,1.1212,3504,1181,1116,85000,95000
5350358.02,CT,0358.02,0.6179,5280,2151,2042,59200,64500
5350358.03,CT,0358.03,1.0926,5718,2298,2209,54400,58800
5350359.00,CT,0359.00,2.2076,7681,2947,2760,62000,67000
5350360.00,CT,0360.00,4.5229,6231,2126,2049,94000,107000
5350361.01,CT,0361.01,2.9344,6037,2023,1972,117000,138000
5350361.02,CT,0361.02,2.4706,7416,2490,2449,113000,132000
5350362.01,CT,0362.01,2.4932,6291,2145,2085,86000,96000
5350362.02,CT,0362.02,1.9403,5803,1765,1696,111000,126000
5350362.03,CT,0362.03,3.2757,6875,2200,2098,103000,117000
5350362.04,CT,0362.04,1.3474,5240,1918,1839,79000,89000
5350363.02,CT,0363.02,1.1895,3270,1126,1089,88000,99000
5350363.04,CT,0363.04,1.1258,3908,1172,1150,96000,107000
5350363.05,CT,0363.05,0.5046,4665,1779,1695,57600,61200
5350363.06,CT,0363.06,0.821,7176,3441,3267,65000,72500
5350363.07,CT,0363.07,2.2422,5164,2011,1934,52800,55600
5350364.01,CT,0364.01,2.863,5865,2029,1942,81000,89000
5350364.02,CT,0364.02,0.7384,3110,999,951,85000,97000
5350365.00,CT,0365.00,1.5674,7650,2450,2328,82000,91000
5350366.00,CT,0366.00,1.4384,6228,2157,2080,73500,80000
5350367.01,CT,0367.01,0.7132,4534,1394,1353,75500,82000
5350367.02,CT,0367.02,1.0307,3560,1222,1170,86000,99000
5350368.01,CT,0368.01,0.8885,6624,3770,3438,58400,65000
5350368.02,CT,0368.02,1.5627,4365,1621,1563,68500,75500
5350369.00,CT,0369.00,2.4493,8145,2489,2415,80000,88000
5350370.01,CT,0370.01,1.7559,9656,3795,3680,62400,68500
5350370.02,CT,0370.02,2.2738,5574,1885,1833,77000,85000
5350370.03,CT,0370.03,0.8572,4262,1446,1377,82000,92000
5350371.00,CT,0371.00,3.7241,8463,3020,2890,79000,90000
5350372.00,CT,0372.00,1.3179,4333,1514,1442,90000,101000
5350373.00,CT,0373.00,0.9586,4934,1874,1767,74000,82000
5350374.01,CT,0374.01,1.1867,5150,1937,1799,83000,94000
5350374.02,CT,0374.02,0.8023,3171,1084,1066,82000,91000
5350374.03,CT,0374.03,0.808,4053,1700,1607,58400,64000
5350375.01,CT,0375.01,0.9531,6266,2799,2723,50800,54800
5350375.02,CT,0375.02,0.6138,1887,695,675,99000,118000
5350375.03,CT,0375.03,0.8111,5221,1908,1847,68500,75500
5350375.04,CT,0375.04,0.9213,5785,1934,1882,85000,96000
5350375.05,CT,0375.05,1.1294,6915,2768,2684,71000,79500
5350376.01,CT,0376.01,1.046,5025,1653,1598,73000,79000
5350376.02,CT,0376.02,0.8583,4667,1639,1566,68500,74500
5350376.04,CT,0376.04,1.1941,5296,2030,1927,73000,80000
5350376.05,CT,0376.05,1.2908,6299,2043,1979,75000,82000
5350376.06,CT,0376.06,2.1919,428,252,222,34800,35200
5350376.08,CT,0376.08,0.8788,6056,2222,2157,74500,82000
5350376.09,CT,0376.09,0.801,4250,1639,1582,66000,72000
5350376.11,CT,0376.11,0.4704,3313,1053,1021,73500,78000
5350376.12,CT,0376.12,0.9122,5081,1921,1867,77000,86000
5350376.13,CT,0376.13,0.511,3626,1379,1327,68500,74500
5350376.14,CT,0376.14,0.7362,3472,1078,1049,86000,95000
5350376.15,CT,0376.15,0.9131,3560,1572,1508,68500,75000
5350376.16,CT,0376.16,0.2715,4484,1959,1846,56000,60800
5350377.02,CT,0377.02,1.906,4356,1466,1384,83000,91000
5350377.03,CT,0377.03,0.6501,2682,862,841,88000,98000
5350377.04,CT,0377.04,0.8833,5466,1716,1655,82000,90000
5350377.06,CT,0377.06,0.5117,3408,985,957,83000,91000
5350377.07,CT,0377.07,0.7646,4556,1313,1273,83000,91000
5350377.08,CT,0377.08,1.2682,4912,1737,1670,75500,84000
5350377.09,CT,0377.09,0.7807,5506,2998,2735,63200,70500
5350378.02,CT,0378.02,1.0584,2970,943,900,81000,87000
5350378.03,CT,0378.03,2.198,7948,2886,2684,81000,91000
5350378.04,CT,0378.04,1.2793,5958,1805,1736,78000,86000
5350378.05,CT,0378.05,0.7276,3905,1246,1194,86000,92000
5350378.06,CT,0378.06,1.7819,5763,1733,1643,85000,93000
5350378.07,CT,0378.07,2.8047,6694,2292,2204,74000,81000
5350378.08,CT,0378.08,0.8857,6275,2167,2046,76500,84000
5350378.11,CT,0378.11,0.9593,5633,1801,1734,78000,85000
5350378.12,CT,0378.12,0.7839,5300,1991,1880,64500,70000
5350378.14,CT,0378.14,0.9291,3707,1183,1141,78500,86000
5350378.16,CT,0378.16,0.6381,5695,2005,1883,74000,83000
5350378.17,CT,0378.17,0.474,3265,963,922,90000,100000
5350378.18,CT,0378.18,0.0909,2587,1112,1081,54000,56800
5350378.19,CT,0378.19,4.5022,4808,1433,1389,86000,96000
5350378.20,CT,0378.20,0.1095,1918,772,760,57200,60800
5350378.21,CT,0378.21,0.7018,3612,1062,1036,83000,92000
5350378.22,CT,0378.22,0.5321,3114,890,867,86000,93000
5350378.23,CT,0378.23,1.5314,3840,1325,1283,82000,91000
5350378.24,CT,0378.24,2.5129,5820,2199,2126,63200,68500
5350378.25,CT,0378.25,4.726,7612,1901,1862,108000,121000
5350378.26,CT,0378.26,1.6267,4867,1234,1213,112000,126000
5350378.27,CT,0378.27,19.9096,5547,1565,1526,98000,111000
5350378.28,CT,0378.28,2.2278,6946,2017,1931,99000,111000
5350802.01,CT,0802.01,2.1742,4011,1328,1303,111000,130000
5350802.02,CT,0802.02,2.257,5373,1830,1799,120000,143000
